Region,Area,Landmark,Traffic_Index,Pollution_Index,Max_Traffic_Time,Date,Time
Downtown,West,Stadium,27,106,Morning,10/24/24,08:49:50
Industrial,North,Hospital,48,145,Night,9/26/20,16:04:25
Residential,South,Hospital,16,121,Evening,10/4/19,03:51:35
Industrial,East,Mall,36,54,Night,5/28/23,06:38:32
Suburb,East,School,18,63,Night,4/28/19,18:27:48
Suburb,North,Hospital,25,117,Evening,8/20/22,02:11:04
Downtown,East,Hospital,81,47,Evening,2/12/19,21:54:35
Suburb,West,School,56,79,Afternoon,9/26/21,12:36:27
Residential,West,Hospital,39,96,Morning,6/20/21,01:52:00
Industrial,East,School,40,29,Afternoon,4/21/19,23:59:08
Industrial,West,Hospital,22,107,Evening,8/15/18,11:19:53
Suburb,East,Park,37,130,Evening,9/11/21,07:37:57
Downtown,North,Hospital,30,104,Morning,9/2/19,21:17:37
Downtown,South,Mall,49,63,Evening,9/15/19,02:07:22
Suburb,South,Park,30,65,Evening,4/22/18,06:17:11
Residential,South,Mall,15,110,Evening,6/2/20,04:53:21
Industrial,North,School,74,71,Afternoon,11/22/24,22:13:28
Downtown,North,Hospital,97,64,Morning,11/16/19,03:26:51
Suburb,North,Stadium,12,31,Afternoon,10/22/18,06:02:01
Industrial,West,Park,92,94,Evening,1/27/22,14:41:58
Industrial,East,Hospital,93,126,Morning,2/9/19,20:38:38
Downtown,East,Stadium,40,121,Evening,9/27/24,07:49:00
Downtown,South,Park,77,118,Afternoon,12/12/24,17:05:13
Suburb,West,Hospital,95,53,Night,4/28/19,15:53:22
Downtown,North,Park,68,123,Afternoon,2/26/22,20:10:36
Suburb,North,Park,68,100,Morning,2/24/19,06:00:51
Industrial,North,Mall,38,59,Night,5/29/21,03:47:56
Industrial,West,Stadium,84,142,Morning,3/2/20,21:44:37
Residential,South,Hospital,62,37,Night,1/9/24,18:59:24
Downtown,West,Hospital,57,28,Evening,8/14/19,07:14:49
Industrial,East,Park,28,125,Morning,10/19/23,23:12:31
Residential,North,School,10,143,Night,2/19/23,23:04:33
Suburb,West,Mall,83,67,Morning,4/10/22,04:46:04
Suburb,North,School,65,67,Morning,8/17/24,00:54:00
Industrial,West,School,53,91,Afternoon,9/1/18,18:04:04
Suburb,West,Stadium,48,71,Morning,9/3/21,20:58:47
Suburb,South,Hospital,29,39,Afternoon,7/11/20,22:38:14
Residential,East,Hospital,53,57,Afternoon,4/25/21,02:44:44
Suburb,East,Hospital,15,23,Afternoon,1/5/18,14:36:28
Downtown,East,Park,83,99,Afternoon,1/31/24,04:25:51
Suburb,North,Hospital,87,43,Afternoon,1/18/24,17:46:35
Downtown,West,Hospital,65,80,Morning,5/3/19,21:04:21
Suburb,South,School,40,71,Night,11/8/24,22:27:48
Downtown,East,Hospital,40,52,Night,6/19/18,18:24:40
Industrial,East,Mall,93,147,Evening,12/2/20,23:39:29
Industrial,East,School,40,54,Morning,1/22/19,15:09:35
Industrial,East,Mall,23,36,Afternoon,1/14/24,04:10:56
Residential,East,Stadium,16,57,Afternoon,7/16/20,09:51:02
Suburb,South,Hospital,53,103,Afternoon,5/26/18,14:35:09
Suburb,North,Stadium,93,57,Night,11/23/22,02:18:49
Downtown,North,Mall,39,46,Night,9/19/23,07:10:14
Downtown,West,School,50,39,Morning,10/7/22,03:43:18
Residential,South,School,15,33,Evening,12/5/19,00:04:47
Industrial,West,Mall,92,54,Evening,6/7/19,00:56:09
Suburb,North,School,40,137,Afternoon,6/8/19,08:43:53
Residential,West,Mall,66,25,Afternoon,8/11/19,20:41:30
Residential,North,Park,33,59,Morning,6/18/22,07:27:53
Industrial,North,Stadium,36,28,Night,10/24/19,02:20:33
Residential,East,Park,35,138,Night,4/9/20,06:11:35
Downtown,East,Hospital,80,111,Night,11/2/24,01:05:14
Suburb,South,Mall,95,149,Evening,12/3/23,08:57:15
Suburb,West,Park,87,139,Evening,2/27/24,22:48:22
Industrial,East,School,53,66,Morning,12/7/23,18:25:12
Suburb,South,Stadium,34,120,Evening,1/27/24,02:59:24
Industrial,West,Mall,63,123,Night,6/19/23,13:02:22
Residential,South,School,49,51,Evening,5/28/24,20:03:11
Industrial,South,Mall,78,22,Afternoon,1/18/25,03:00:18
Downtown,North,Mall,25,145,Night,12/28/22,04:13:21
Downtown,East,Mall,58,65,Afternoon,10/5/23,06:30:40
Residential,South,School,20,94,Evening,3/16/21,04:07:38
Industrial,South,School,83,110,Morning,7/8/24,20:58:12
Downtown,East,School,31,21,Night,1/23/22,19:41:07
Downtown,West,Hospital,33,85,Afternoon,3/30/20,02:06:51
Suburb,North,Mall,60,120,Evening,10/26/20,08:15:58
Industrial,South,Stadium,56,119,Afternoon,1/19/22,12:16:08
Industrial,South,Mall,73,66,Morning,7/8/23,14:58:51
Downtown,North,Hospital,25,78,Afternoon,6/10/19,09:56:41
Industrial,South,Hospital,66,38,Morning,9/18/22,12:15:08
Industrial,South,Mall,50,132,Evening,12/30/21,12:52:53
Industrial,West,School,88,45,Evening,2/24/18,13:10:21
Industrial,South,Stadium,32,119,Afternoon,8/1/23,03:04:11
Industrial,South,Mall,30,59,Afternoon,4/28/19,16:31:01
Industrial,North,Hospital,35,132,Night,1/28/19,19:24:12
Residential,South,Stadium,10,127,Night,12/14/23,17:33:32
Suburb,East,Hospital,23,143,Evening,12/22/21,09:20:36
Residential,North,Park,80,137,Night,9/1/23,08:59:14
Suburb,North,School,93,108,Morning,1/11/19,15:08:00
Downtown,West,Stadium,93,119,Night,8/3/18,19:21:14
Suburb,South,Park,54,139,Morning,10/31/18,14:57:33
Suburb,North,Park,66,76,Morning,8/6/22,13:33:17
Industrial,North,Park,62,108,Night,2/2/23,10:55:48
Industrial,West,Hospital,41,148,Afternoon,8/11/23,04:59:54
Industrial,South,Mall,92,34,Night,10/26/21,03:47:52
Industrial,South,School,92,87,Evening,1/16/18,08:48:35
Industrial,South,Park,51,45,Night,9/29/19,08:34:20
Industrial,East,School,54,47,Morning,7/1/22,03:07:05
Industrial,South,Park,74,107,Morning,10/25/18,23:56:05
Downtown,South,Hospital,98,85,Afternoon,11/5/23,09:14:08
Residential,North,Mall,34,127,Evening,4/5/22,23:54:57
Downtown,North,School,69,56,Afternoon,7/24/20,07:57:03
Suburb,South,Stadium,92,103,Evening,3/10/25,11:27:04
Suburb,East,Park,60,108,Afternoon,1/11/24,18:59:52
Downtown,South,Hospital,84,41,Afternoon,9/7/19,17:31:53
Residential,West,School,25,115,Night,8/23/21,16:17:07
Residential,East,Stadium,93,90,Evening,3/23/23,11:40:37
Residential,North,Park,43,78,Night,4/7/19,04:24:13
Industrial,East,Hospital,13,148,Night,5/3/22,11:38:21
Industrial,North,Stadium,90,91,Night,1/17/23,02:54:47
Residential,North,School,88,106,Afternoon,5/6/19,23:44:16
Suburb,North,School,65,113,Night,1/16/19,19:02:10
Suburb,West,Stadium,44,137,Afternoon,2/19/21,19:01:30
Downtown,West,Mall,62,98,Evening,2/8/20,19:32:33
Residential,West,School,98,125,Night,3/28/23,20:02:18
Suburb,East,Mall,53,110,Afternoon,11/5/24,14:24:21
Suburb,North,Park,44,85,Evening,12/9/21,11:47:08
Residential,West,Stadium,22,144,Morning,10/28/18,02:08:19
Suburb,South,Stadium,64,98,Afternoon,6/9/22,15:11:29
Residential,West,Stadium,51,73,Evening,8/20/20,08:50:56
Residential,West,Hospital,26,76,Morning,12/6/24,08:55:54
Suburb,East,Stadium,93,24,Afternoon,12/5/21,16:41:18
Suburb,West,Hospital,19,80,Evening,8/21/21,11:57:59
Suburb,South,Mall,25,98,Evening,8/20/20,02:38:35
Downtown,North,Hospital,96,142,Morning,12/30/18,22:19:38
Industrial,South,School,64,51,Morning,5/1/21,23:51:11
Downtown,South,Park,39,104,Afternoon,6/25/19,05:45:34
Downtown,North,Mall,57,45,Afternoon,11/23/21,18:54:42
Downtown,East,School,46,147,Morning,1/14/22,14:15:22
Downtown,East,Park,38,126,Night,7/8/22,15:46:44
Suburb,South,Stadium,41,63,Afternoon,12/10/23,19:45:39
Industrial,North,Hospital,54,132,Evening,6/11/18,02:48:15
Residential,West,School,20,132,Evening,6/21/24,23:43:02
Suburb,North,Hospital,56,109,Afternoon,11/10/23,13:44:31
Suburb,North,Park,91,133,Night,7/29/18,01:10:56
Residential,East,Mall,67,77,Evening,12/31/21,20:59:59
Residential,West,Park,75,68,Morning,3/19/18,13:07:11
Downtown,West,Mall,64,147,Morning,3/15/25,07:23:02
Industrial,West,Park,32,137,Morning,8/4/24,14:54:27
Suburb,South,Park,67,143,Morning,6/23/18,01:16:22
Residential,North,Park,40,29,Night,2/14/24,12:25:38
Suburb,North,Mall,96,143,Morning,11/17/21,03:13:28
Industrial,North,Stadium,50,76,Morning,1/14/25,03:12:18
Industrial,South,Mall,79,127,Night,7/28/19,10:08:47
Industrial,South,Park,52,89,Afternoon,2/2/21,07:42:24
Suburb,West,Stadium,37,121,Night,2/19/19,02:24:54
Suburb,North,Mall,46,69,Evening,10/16/19,09:41:25
Downtown,East,School,43,111,Night,12/21/18,21:42:05
Residential,East,Hospital,39,134,Night,8/14/23,03:37:16
Downtown,North,Hospital,50,97,Night,5/10/19,03:19:30
Downtown,West,Park,53,101,Morning,4/12/19,04:27:33
Industrial,West,Mall,12,41,Night,10/18/23,10:26:27
Industrial,North,Mall,57,115,Morning,12/1/23,12:57:49
Industrial,West,Hospital,87,97,Afternoon,3/27/19,18:59:24
Residential,West,Park,53,32,Afternoon,2/19/19,11:06:36
Suburb,West,Mall,80,29,Evening,2/15/22,03:50:00
Downtown,East,Park,13,113,Afternoon,9/6/22,06:53:28
Industrial,North,School,37,28,Night,1/20/19,16:11:23
Industrial,North,Stadium,98,112,Evening,1/6/21,05:05:18
Suburb,West,Mall,78,133,Night,4/17/20,01:26:44
Industrial,South,School,71,127,Morning,3/3/25,01:14:51
Downtown,South,Stadium,95,148,Night,1/22/23,02:27:19
Suburb,South,School,65,26,Evening,9/30/19,08:24:09
Residential,West,Park,47,125,Morning,9/5/24,12:15:34
Industrial,West,School,92,34,Evening,2/23/23,18:51:25
Suburb,West,School,48,60,Morning,8/5/23,22:55:48
Residential,West,Mall,92,63,Afternoon,4/19/20,00:13:30
Downtown,West,Stadium,57,128,Evening,10/20/21,05:07:15
Industrial,North,Hospital,73,116,Evening,12/24/22,20:42:12
Suburb,South,Park,79,102,Afternoon,12/18/20,21:59:38
Suburb,South,Park,45,135,Afternoon,4/1/19,04:00:59
Industrial,North,Stadium,63,45,Night,3/14/18,15:08:38
Downtown,East,School,25,81,Morning,12/15/20,05:08:50
Suburb,North,Stadium,73,93,Afternoon,1/29/19,21:49:23
Downtown,North,Mall,85,29,Evening,2/20/23,09:28:26
Suburb,West,Hospital,73,62,Night,9/12/18,17:14:11
Downtown,South,Stadium,86,68,Morning,7/13/24,18:21:13
Suburb,West,Hospital,72,144,Night,9/5/18,20:18:01
Residential,South,Park,37,149,Morning,3/21/21,15:34:39
Industrial,West,Park,94,111,Morning,8/19/22,13:18:46
Industrial,North,Stadium,23,107,Morning,11/29/23,15:33:02
Suburb,South,Stadium,30,28,Afternoon,7/9/23,01:50:44
Suburb,West,Stadium,39,149,Afternoon,12/1/21,14:44:59
Residential,East,Mall,97,140,Evening,10/29/20,11:01:11
Residential,North,School,12,104,Morning,5/12/22,07:24:49
Industrial,South,Hospital,31,37,Afternoon,1/14/21,23:45:49
Downtown,North,School,68,58,Afternoon,12/4/19,01:19:10
Residential,South,Stadium,23,68,Afternoon,10/31/19,22:30:44
Residential,North,Hospital,61,76,Afternoon,3/19/20,09:35:11
Downtown,East,Mall,29,57,Night,6/25/23,10:16:03
Residential,West,Hospital,61,31,Night,8/24/23,08:14:56
Industrial,North,Hospital,48,102,Morning,9/16/22,16:03:03
Residential,South,Hospital,81,28,Morning,1/21/23,12:38:21
Suburb,South,School,74,62,Night,1/13/19,04:57:08
Suburb,East,School,35,82,Evening,5/3/20,21:21:02
Residential,North,Stadium,34,64,Evening,4/19/19,07:09:36
Industrial,North,School,85,24,Evening,11/2/24,22:58:49
Suburb,South,School,98,30,Morning,12/24/19,20:41:04
Suburb,East,Stadium,61,123,Morning,4/12/19,16:43:07
Residential,North,School,50,96,Night,5/13/20,18:09:49
Suburb,South,Park,42,85,Evening,3/2/19,00:38:38
Suburb,West,Mall,74,125,Evening,2/3/18,21:06:36
Downtown,East,Stadium,95,109,Evening,2/19/25,20:08:35
Downtown,East,Hospital,37,51,Evening,8/8/18,21:59:48
Residential,North,Park,40,84,Morning,6/15/19,19:27:57
Residential,West,Stadium,71,100,Night,2/12/24,00:32:02
Suburb,South,Stadium,26,85,Night,4/30/21,09:14:11
Downtown,East,School,95,49,Afternoon,5/17/22,02:38:19
Downtown,South,Mall,20,24,Night,1/16/18,16:02:15
Industrial,South,Park,59,132,Morning,10/8/22,13:04:05
Industrial,West,Park,69,102,Night,5/9/22,00:16:23
Industrial,North,School,60,32,Night,3/14/18,12:18:20
Residential,South,Mall,81,143,Evening,11/30/18,12:26:30
Downtown,South,Park,38,49,Afternoon,1/28/18,06:01:53
Residential,West,Hospital,54,50,Morning,1/15/19,00:11:47
Industrial,East,Hospital,36,39,Morning,12/7/19,22:06:13
Downtown,West,School,75,35,Morning,3/2/21,10:42:29
Residential,North,Stadium,37,124,Morning,2/6/18,07:02:19
Suburb,South,Hospital,17,79,Morning,2/26/23,22:46:43
Suburb,North,Mall,51,129,Night,1/4/25,02:49:45
Downtown,South,Stadium,46,23,Night,1/11/20,06:18:51
Residential,West,Mall,73,148,Afternoon,10/14/19,09:48:55
Suburb,East,Hospital,70,98,Evening,9/13/19,15:45:19
Suburb,South,School,47,108,Morning,2/17/25,05:35:55
Suburb,East,Park,41,72,Evening,3/25/20,19:54:58
Residential,East,Park,95,128,Evening,7/10/20,04:11:24
Industrial,South,Hospital,29,125,Evening,10/9/24,21:06:57
Residential,North,Park,88,51,Afternoon,2/22/22,16:07:34
Downtown,East,Park,88,48,Evening,4/30/21,13:37:40
Suburb,East,Stadium,98,77,Afternoon,8/7/19,23:08:47
Downtown,West,Mall,44,67,Evening,7/28/19,12:59:33
Suburb,East,Hospital,85,134,Afternoon,3/14/20,23:19:14
Industrial,East,Park,14,144,Evening,4/4/21,05:30:07
Industrial,South,Stadium,40,98,Afternoon,11/20/18,18:18:44
Downtown,South,Hospital,50,136,Night,2/28/25,08:13:29
Residential,East,Park,39,136,Evening,3/10/18,17:58:06
Residential,East,Mall,36,23,Morning,12/2/24,16:54:23
Suburb,West,School,97,126,Evening,3/18/20,02:00:55
Industrial,South,School,89,77,Afternoon,10/2/23,15:32:09
Industrial,North,Mall,98,136,Night,6/30/20,10:41:08
Residential,North,Park,53,124,Afternoon,10/6/19,12:33:26
Suburb,West,Mall,56,74,Evening,9/8/18,10:57:27
Suburb,East,Mall,41,148,Morning,2/12/22,15:58:45
Industrial,East,School,95,86,Morning,2/1/21,18:10:25
Downtown,West,Park,51,112,Evening,5/1/20,19:10:42
Downtown,South,Mall,36,147,Morning,3/24/23,14:14:46
Industrial,North,Park,64,66,Morning,3/2/22,04:22:55
Industrial,North,Hospital,53,78,Morning,2/16/22,09:28:20
Suburb,South,Mall,96,20,Afternoon,5/25/22,08:39:06
Suburb,North,Park,31,107,Afternoon,12/29/22,20:18:30
Residential,South,Stadium,28,127,Morning,2/19/24,07:53:24
Industrial,South,Stadium,87,33,Evening,3/24/21,03:15:35
Suburb,North,Park,30,129,Evening,12/22/24,12:33:07
Industrial,East,Mall,74,47,Night,2/25/24,04:18:08
Downtown,South,Stadium,38,49,Morning,11/2/23,09:00:59
Residential,South,Stadium,22,25,Morning,8/17/23,18:18:24
Industrial,North,Hospital,63,119,Morning,10/20/21,09:22:42
Downtown,West,Hospital,65,58,Afternoon,4/30/18,08:44:24
Suburb,North,Stadium,50,134,Night,8/30/21,03:33:11
Industrial,South,Stadium,14,84,Night,2/18/19,23:18:36
Residential,East,School,48,91,Night,9/22/21,12:29:30
Downtown,East,Hospital,45,143,Morning,4/20/21,12:04:04
Downtown,South,Park,83,90,Afternoon,10/21/18,05:51:10
Residential,North,Hospital,49,64,Afternoon,4/8/23,18:54:19
Industrial,South,School,30,117,Morning,3/13/20,08:49:16
Industrial,South,Stadium,78,71,Night,5/24/24,11:00:05
Downtown,South,Mall,89,60,Afternoon,7/27/20,00:13:41
Residential,South,Park,66,97,Afternoon,6/19/19,20:41:15
Downtown,East,Stadium,21,70,Night,6/9/18,05:30:37
Industrial,South,School,36,97,Afternoon,9/16/23,08:04:37
Residential,North,Park,33,101,Evening,6/18/20,15:35:24
Suburb,South,Park,52,91,Afternoon,4/8/22,09:21:07
Residential,East,Park,85,146,Night,7/25/20,11:42:03
Suburb,East,Hospital,39,54,Afternoon,5/16/22,14:45:14
Industrial,North,Stadium,55,102,Afternoon,4/24/18,22:11:40
Residential,West,Mall,92,86,Evening,9/28/21,06:39:49
Suburb,South,Park,69,71,Morning,7/25/19,05:57:19
Downtown,South,School,61,73,Night,2/23/19,05:03:51
Suburb,East,Park,87,83,Morning,6/15/18,23:24:33
Industrial,North,Stadium,28,124,Afternoon,10/19/20,21:02:58
Suburb,West,Park,53,63,Night,9/4/21,16:48:06
Suburb,East,Hospital,36,56,Evening,12/7/18,03:09:25
Downtown,South,Mall,42,78,Night,7/2/21,05:17:36
Suburb,North,Stadium,67,59,Night,6/9/24,01:41:41
Industrial,West,School,70,89,Night,2/24/25,13:35:54
Residential,West,Stadium,49,124,Night,5/11/20,12:11:34
Downtown,West,Hospital,59,51,Night,6/6/19,14:08:22
Residential,East,Mall,77,117,Evening,9/6/23,13:47:23
Industrial,South,Stadium,55,96,Afternoon,10/16/19,17:39:45
Downtown,West,Stadium,42,50,Morning,4/15/20,19:51:08
Downtown,West,School,62,98,Evening,1/30/19,10:01:58
Downtown,West,School,15,60,Night,12/21/23,02:02:55
Downtown,South,Stadium,88,148,Afternoon,10/8/20,19:34:13
Suburb,North,Hospital,84,66,Afternoon,1/1/23,03:58:49
Industrial,South,Stadium,73,125,Morning,4/4/24,16:31:10
Downtown,North,Stadium,90,125,Evening,4/3/21,23:05:21
Downtown,East,Hospital,65,32,Evening,5/5/21,07:21:40
Suburb,North,Park,78,97,Morning,10/28/19,06:47:59
Residential,East,Mall,76,80,Night,4/13/22,06:16:17
Residential,South,Mall,60,124,Night,1/24/21,10:49:03
Residential,West,School,88,64,Morning,6/14/18,04:02:06
Suburb,East,School,59,58,Afternoon,6/18/18,13:40:33
Downtown,East,Stadium,52,91,Night,2/7/21,14:16:45
Suburb,North,Mall,72,124,Morning,12/12/23,08:19:26
Industrial,West,Mall,14,114,Afternoon,10/11/19,19:24:42
Downtown,East,Stadium,70,112,Evening,4/20/23,11:58:37
Residential,North,Park,94,62,Evening,9/17/21,14:59:32
Suburb,East,Stadium,35,146,Evening,8/24/19,01:41:50
Industrial,West,Park,36,61,Morning,10/21/21,16:12:20
Suburb,West,School,79,51,Evening,1/8/23,11:07:52
Industrial,North,Park,97,88,Morning,11/25/19,18:41:04
Suburb,North,School,84,72,Afternoon,4/7/23,08:51:26
Industrial,North,Hospital,17,125,Morning,8/19/23,06:28:43
Industrial,North,Hospital,78,43,Afternoon,12/27/21,21:16:45
Downtown,West,Mall,15,67,Evening,11/4/18,07:23:16
Suburb,South,Hospital,99,81,Evening,3/10/25,14:05:37
Downtown,South,Park,78,29,Morning,3/17/20,15:56:09
Suburb,North,Park,59,49,Afternoon,2/21/20,00:49:28
Downtown,East,Hospital,60,89,Evening,11/18/20,02:11:02
Downtown,North,Stadium,68,94,Morning,9/17/18,20:24:41
Industrial,East,Stadium,19,76,Afternoon,5/25/18,02:25:03
Industrial,West,Hospital,89,146,Morning,3/10/22,22:04:46
Suburb,South,School,45,24,Night,3/2/20,14:22:11
Industrial,West,Stadium,64,39,Evening,9/20/24,18:37:58
Residential,West,Mall,30,72,Morning,1/8/23,20:27:19
Downtown,East,Stadium,10,44,Evening,8/12/24,03:50:44
Industrial,West,Hospital,31,83,Morning,4/30/20,12:20:01
Residential,North,Park,92,46,Evening,5/13/19,00:54:58
Downtown,East,Hospital,80,27,Night,3/27/18,19:40:08
Industrial,North,Stadium,11,46,Evening,3/23/24,16:08:10
Downtown,East,Park,99,43,Night,11/20/23,00:24:41
Residential,East,Hospital,26,87,Morning,9/23/18,15:31:34
Industrial,North,Hospital,54,117,Night,2/13/20,08:37:23
Suburb,North,School,94,91,Night,1/27/20,22:48:39
Industrial,West,Mall,73,113,Morning,8/19/24,11:42:29
Downtown,East,Mall,10,84,Morning,9/12/20,01:05:07
Downtown,North,Stadium,50,114,Afternoon,5/17/24,21:15:37
Downtown,East,Stadium,54,144,Afternoon,11/28/23,09:04:47
Residential,North,Stadium,33,39,Evening,8/22/21,12:29:06
Suburb,East,Hospital,43,77,Night,7/26/22,07:07:41
Residential,North,Mall,37,85,Afternoon,5/10/18,23:44:53
Downtown,East,Mall,29,23,Morning,3/27/25,17:54:26
Industrial,East,Stadium,98,60,Afternoon,10/6/18,19:14:16
Downtown,South,Mall,98,28,Night,10/10/18,06:05:08
Suburb,West,Mall,68,58,Evening,8/4/22,00:20:11
Downtown,South,Hospital,51,27,Afternoon,5/15/22,17:28:05
Residential,South,Park,60,69,Morning,2/20/20,03:39:45
Downtown,North,Mall,25,92,Evening,2/20/22,20:28:16
Industrial,East,Stadium,99,96,Morning,9/23/22,09:55:44
Industrial,North,Mall,55,46,Afternoon,6/3/19,23:07:23
Residential,North,School,48,121,Night,1/21/20,00:09:27
Suburb,North,Hospital,88,132,Evening,1/10/23,03:24:01
Industrial,East,Mall,84,139,Evening,3/22/19,03:40:27
Industrial,West,Mall,62,91,Night,6/23/23,14:38:16
Residential,West,Mall,53,100,Night,7/4/20,06:47:58
Industrial,South,Park,19,42,Afternoon,5/12/23,19:33:28
Downtown,South,School,25,70,Afternoon,2/6/19,21:20:38
Industrial,West,Stadium,16,61,Afternoon,5/17/23,01:46:42
Industrial,East,Mall,39,128,Night,10/2/18,21:28:00
Residential,East,School,92,80,Night,10/17/18,14:09:51
Suburb,West,Hospital,71,115,Night,6/18/20,04:59:22
Suburb,North,Park,65,69,Night,12/5/19,09:09:09
Downtown,North,Stadium,45,111,Morning,9/14/19,04:59:27
Residential,South,Park,57,144,Afternoon,3/1/21,14:41:08
Suburb,South,Mall,42,98,Afternoon,3/14/25,18:34:17
Industrial,South,Stadium,44,140,Afternoon,8/11/19,08:14:47
Residential,North,Stadium,15,103,Morning,7/25/19,02:36:48
Downtown,East,School,14,65,Afternoon,4/20/19,17:56:18
Suburb,North,Park,50,41,Night,1/20/23,18:39:03
Suburb,West,School,90,30,Night,7/29/24,12:04:32
Downtown,North,Hospital,96,44,Morning,10/19/19,00:11:35
Suburb,South,Stadium,69,94,Night,12/22/24,01:13:27
Suburb,West,Hospital,79,114,Morning,11/21/21,23:07:47
Suburb,North,Mall,74,25,Afternoon,5/12/21,10:55:40
Suburb,North,Stadium,34,96,Night,10/20/22,08:17:27
Residential,East,Stadium,98,90,Evening,12/1/20,16:27:12
Downtown,North,School,97,22,Night,6/16/19,10:10:59
Downtown,South,Hospital,11,71,Morning,6/29/22,08:50:03
Suburb,West,School,67,39,Morning,1/4/18,05:36:40
Industrial,West,Hospital,19,123,Night,8/31/24,14:52:51
Suburb,East,Stadium,92,98,Night,4/11/20,11:58:58
Residential,South,Stadium,86,64,Night,11/10/21,05:11:16
Downtown,East,Mall,25,97,Morning,2/1/21,02:36:22
Suburb,West,Mall,78,53,Afternoon,2/23/23,19:23:52
Residential,West,Hospital,35,31,Evening,12/19/21,12:51:40
Residential,North,Mall,54,34,Night,12/21/18,13:33:42
Suburb,North,Mall,82,46,Evening,2/1/18,00:42:35
Suburb,North,Stadium,14,133,Night,12/20/19,21:02:26
Residential,South,Stadium,31,106,Morning,10/13/18,06:23:42
Industrial,West,School,97,75,Night,9/28/18,08:00:45
Residential,South,Hospital,28,70,Afternoon,1/9/19,13:13:36
Downtown,South,Mall,70,145,Night,10/12/21,03:38:44
Industrial,North,Hospital,90,114,Night,4/1/23,16:00:49
Residential,East,Park,67,32,Morning,12/27/20,00:06:29
Residential,South,Hospital,72,61,Night,6/8/20,04:21:33
Downtown,North,Park,23,90,Afternoon,11/26/22,03:07:07
Suburb,East,Stadium,86,28,Evening,5/29/20,09:26:25
Suburb,South,Park,78,31,Evening,3/4/21,16:48:11
Suburb,East,Mall,52,85,Morning,8/23/22,22:14:52
Industrial,East,School,46,78,Afternoon,4/8/21,06:53:12
Downtown,West,Hospital,18,80,Afternoon,4/1/22,15:09:42
Industrial,West,School,66,120,Morning,7/5/23,05:44:13
Residential,West,Stadium,64,102,Morning,5/3/18,00:49:43
Residential,North,Hospital,61,79,Evening,10/26/19,03:00:15
Residential,West,Stadium,85,31,Afternoon,2/16/23,08:43:39
Residential,North,School,81,59,Evening,8/7/19,23:19:21
Downtown,West,School,41,31,Afternoon,6/2/21,05:10:53
Residential,South,Mall,14,126,Morning,2/8/18,23:26:03
Suburb,East,Hospital,19,145,Afternoon,5/14/24,19:16:25
Industrial,West,Hospital,43,71,Evening,12/28/20,01:44:17
Residential,West,Park,91,97,Morning,6/16/18,11:17:03
Suburb,South,Stadium,26,98,Afternoon,2/17/25,23:38:28
Downtown,West,Hospital,13,121,Afternoon,3/14/25,02:19:03
Suburb,East,Hospital,61,63,Afternoon,4/2/18,08:58:45
Suburb,North,Hospital,75,87,Morning,3/13/20,21:40:41
Residential,South,Park,89,82,Afternoon,3/8/24,16:49:18
Downtown,West,Mall,16,73,Evening,4/3/19,23:29:44
Downtown,North,Stadium,48,23,Morning,12/2/18,10:13:15
Industrial,South,Park,31,136,Afternoon,8/27/20,02:14:32
Suburb,North,Mall,94,25,Morning,1/30/25,04:34:33
Industrial,South,Park,66,120,Afternoon,12/6/22,03:29:12
Residential,West,Hospital,69,102,Morning,2/28/24,19:28:38
Residential,East,Park,77,133,Morning,6/2/24,17:32:12
Residential,East,Park,84,82,Evening,11/18/18,13:26:00
Suburb,South,Mall,37,29,Afternoon,10/26/23,02:57:30
Suburb,East,School,44,102,Afternoon,1/2/20,06:44:07
Downtown,West,School,57,33,Night,3/26/22,21:43:59
Residential,East,Park,71,45,Evening,9/14/21,11:17:59
Suburb,East,Park,17,132,Morning,3/27/23,02:32:32
Suburb,East,Stadium,53,140,Evening,7/1/23,12:38:38
Suburb,East,Stadium,99,145,Afternoon,8/17/20,23:40:02
Residential,South,Stadium,83,130,Morning,12/13/23,03:41:46
Industrial,South,Mall,20,108,Evening,3/16/25,10:37:43
Suburb,North,Stadium,23,64,Afternoon,9/20/19,03:00:01
Suburb,South,Mall,33,53,Morning,9/15/18,01:25:01
Industrial,East,Stadium,28,87,Morning,6/30/21,12:40:24
Residential,South,Hospital,39,34,Evening,12/28/23,17:20:47
Residential,East,Stadium,61,65,Afternoon,6/9/18,13:06:54
Industrial,West,Park,13,146,Afternoon,2/4/20,06:19:29
Downtown,West,Park,58,105,Evening,1/16/20,14:26:15
Industrial,West,Stadium,13,96,Night,8/29/20,15:24:35
Suburb,West,Mall,87,149,Morning,8/14/18,21:56:37
Suburb,South,Park,28,131,Evening,6/20/23,08:31:42
Downtown,East,Park,72,120,Afternoon,1/2/22,20:44:43
Industrial,South,Stadium,25,42,Night,4/18/20,03:11:04
Industrial,South,School,86,106,Afternoon,11/24/22,03:21:01
Residential,East,Park,67,114,Evening,2/11/21,08:18:34
Industrial,West,School,86,33,Evening,8/25/18,07:53:16
Residential,South,School,61,101,Night,7/29/19,18:58:15
Downtown,South,Stadium,51,61,Evening,2/27/25,15:37:37
Downtown,North,Stadium,38,138,Evening,12/29/19,22:37:31
Suburb,East,Hospital,37,89,Evening,9/3/23,10:10:08
Industrial,East,Mall,94,41,Evening,11/16/23,06:08:33
